System ID,UPC,EAN,Custom SKU,Manufact. SKU,name,Vendor ID,Qty.,price,Tax,Brand,Publish to eCom,Season,Department,MSRP,Tax Class,Default Cost,Vendor,Category,Subcategory 1,Subcategory 2,Subcategory 3,Subcategory 4,Subcategory 5,Subcategory 6,Subcategory 7,Subcategory 8,Subcategory 9
2.1E+11,,,,063455908321,Rotex - Paper Clips - 90832,90832,15,$15.00 ,Yes,,No,,,15,Item,10,Test Vendor,,,,,,,,,,
2.1E+11,6.62671E+11,,6.62671E+11,414157,PVC 90 HUBXSPG  6,,2,$20.09 ,Yes,Mixed Brands,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,039923204028,,039923204028,2151,"ABS SANITARY TEE HUBxHUBxHUB 1-11/2""",,43,$1.05 ,Yes,Canplas,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,4.02542E+12,,4.02542E+12,111.798.001,Geberit Duofix system with Sigma concealed tank 2 X 4,,2,$709.50 ,Yes,Geberit,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,064492093407,,064492093407,4712CP,SHOWER FAUCET - 4712CP,,1,$127.23 ,Yes,Belanger,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,064492140095,,064492140095,FCSPS3012,soft square shower head 1x-fcsps3012,,1,$40.53 ,Yes,Belanger,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,064492011210,,064492011210,3065,"8"" KITCHEN SINK FAUCET CP/C2",,1,$51.38 ,Yes,Belanger,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,7.48389E+11,,7.48389E+11,28034,"ABS DWV DISHWASHER Y HUB 1-1/2x1-1/2x3/4""",,13,$3.45 ,Yes,Mixed Brands,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,064492085648,,064492085648,4192CP,SHOWER FAUCET CP,,1,$116.45 ,Yes,Belanger,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,1.10101E+11,,1.10101E+11,xxxxxxxx,ABS P TRAP HUBXHUB 4,,4,$48.75 ,Yes,Canplas,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472121292,,082472121292,12129635R,LENOX GENERAL PURPOSE BI-METAL RECIPROCATING SAW BLADES -12129635R,,3,$15.39 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,7.48389E+11,,7.48389E+11,2753,ABS SANITARY TEE HUBxHUBxHUB 2,,32,$2.51 ,Yes,Mixed Brands,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,2253,"ABS DWV 90 ELBOW HUBxHUB 3""",,1,$3.12 ,Yes,Canplas,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472109511,,082472109511,1095106A1816,LENOX BI-METAL UTILITY WOOD DRILL BITS - 1095106A1816,,1,$26.20 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,6.22454E+11,,6.22454E+11,040506,PVC 45 ELBOW HUBXHUB 6,,9,$11.57 ,Yes,Mixed Brands,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,1.10101E+11,1.10101E+11,ABS 45 WHE HUBXHUBXHUB 4x4x3,,6,$10.94 ,Yes,Mixed Brands,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,4.02542E+12,,4.02542E+12,111.335.00.5,Geberit Duofix system with Sigma concealed tank 2X6,,2,$569.50 ,Yes,Geberit,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,BC5-100R,"1/2 Red VesiFlow PEX-c, 100 Feet",,1,$26.13 ,Yes,VesiPex,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,6.22454E+11,,6.22454E+11,0201,PVC 90 ELBOW 6,,12,$14.22 ,Yes,Mixed Brands,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472121230,082472121230,082472121230,12123R1,LENOX R1 PLASTIC TUBING CUTTERS - 12123R1,,1,$59.27 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472109535,082472109535,082472109535,1095306A2216,LENOX BI-METAL UTILITY WOOD DRILL BITS - 1095306A2216,,1,$33.79 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,8.85363E+11,8.85363E+11,8.85363E+11,1787512,LENOX BI-METAL SELF-FEED WOOD DRILL BITS - 1787512,,1,$31.90 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,6.62671E+11,,6.62671E+11,2351,ABS 45 DOUBLE WYE ALL HUB 1-1/2&quot,,4,$3.78 ,Yes,Canplas,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,1.101E+11,1.101E+11,302100W+305102W,Caroma-Sydney Smart II Dual Flush Tank 4.8L X 3L+Sydney Smart II  EL Bowl With Soft Closing Seat-302100W+305102W,,1,$263.34 ,Yes,Caroma,No,,,0,Item,0,ARMCO,,,,,,,,,,
2.1E+11,064492086850,064492086850,064492086850,4790CP,"belanger-TUB & SHR FCT CP SGL,  SGL LEVER DECO HANDLE&PRES/BAL-4790CP",,2,$124.34 ,Yes,Belanger,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472121148,082472121148,082472121148,1211416DGDS,LENOX ONE PIECE DIAMOND HOLE SAWS - 1211416DGDS,,1,$41.64 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,1.0004E+13,,1.0004E+13,5807,ABS 90 ELBOW  HUBXHUB 4,,9,$6.90 ,Yes,NIBCO,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,4.00033E+11,,4.00033E+11,SPL5,5X40 SHOWER PAN LINER 30 MIL (LIN FT) - SPL5,,3,$198.00 ,Yes,ARMCO,No,,,198,Item,99,ARMCO,,,,,,,,,,
2.1E+11,064492147452,,064492147452,MER72CP,KITCHEN SINK FAUCET - MERLOT NO P-DOWN,,1,$121.92 ,Yes,Belanger,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472121179,082472121179,082472121179,1211722DGHS,LENOX DIAMOND HOLE SAWS - 1211722DGHS,,0,$63.07 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472148305,082472148305,082472148305,14830TS12,LENOX TIGHT SPACES TUBING CUTTERS - 14830TS12,,1,$17.77 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,1.10092E+12,1.10092E+12,SPL6,6X33 SHOWER PAN LINER 30 MIL (LIN FT) - SPL6,,0,$198.00 ,Yes,ARMCO,No,,,198,Item,99,ARMCO,,,,,,,,,,
2.1E+11,6.22454E+11,,6.22454E+11,027278,"ABS DISHWASHER ADAPTER SPxBARB 1-1/2""",,35,$1.94 ,Yes,IPEX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472148312,082472148312,082472148312,14831TS34,LENOX TIGHT SPACES TUBING CUTTERS 3/4- 14831TS34,,2,$19.77 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,1.10093E+11,,1.10093E+11,2302,"ABS 45 WYE HUBxHUBxHUB 2""",,31,$2.68 ,Yes,Canplas,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,1.06224E+13,,1.06224E+13,DBDTMB,DAIMONDBACK TERMINTION MOUNTING BRACKET,,24,$4.21 ,Yes,TECVALCO,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472210644,,082472210644,21064610GR,LENOX GOLD METAL RECIPROCATING SAW BLADES - 21064610GR,,2,$18.49 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472254747,,082472254747,2547474HC,LENOX ONE TOOTH ROUGH WOOD HOLE CUTTER - 2547474HC,,1,$70.78 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472300642,082472300642,082472300642,3006464L,BI-METAL SPEED SLOT HOLE SAW WITH T3 TECHNOLOGY - 3006464L,,1,$27.46 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,7.48389E+11,,7.48389E+11,3389,"ABS TRAP ADAPTER SPGxSJ 1-1/2""",,41,$1.29 ,Yes,Mixed Brands,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,MEK-T1501,SNAKE-7.8 SHARKTOOTH CUTTER 3 OD-T1501,,1,$0.00 ,Yes,,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472121216,082472121216,082472121216,12121S1,LENOX S1 PLASTIC TUBING CUTTERS - 12121S1,,1,$21.03 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,064492143669,064492143669,064492143669,99TSCP,BELANGER-THERMOSTATIC EXSPOSED VALVE-99TSCP,,1,$160.65 ,Yes,Belanger,No,,,119,Item,119,Belanger,,,,,,,,,,
2.1E+11,8.85363E+11,8.85363E+11,8.85363E+11,1787513,LENOX BI-METAL SELF-FEED WOOD DRILL BITS - 1787513,,1,$32.42 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,1.10111E+11,1.10111E+11,1.10111E+11,DB500DFT,DIAMONDBACK FLEXIBLE TUBING 250 FT SPOOL,,1,$3.02 ,Yes,TECVALCO,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,8.85911E+11,,8.85911E+11,DCB127,STANLEY-DEWALT SHELL 12V MAX XR LITHIUM ION BATTERY-DCB127,,5,$48.00 ,Yes,STANLEY,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,8.85912E+11,,8.85912E+11,DWA181440,STANLEY-DEWALT SHELL 8 1/4 40T BLISTER-DWA181440,,5,$9.44 ,Yes,STANLEY,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472108330,,082472108330,10833800RDG,LENOX DIAMOND RECIPROCATING SAW BLADES - 10833800RDG,,1,$17.35 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472300420,082472300420,082472300420,3004242L,BI-METAL SPEED SLOT HOLE SAW WITH T3 TECHNOLOGY - 3004242L,,1,$17.55 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,076174755206,076174755206,076174755206,STST19331,STANLEY-19 IN ESSENTIAL TOOLBOX-STST19331,,11,$8.85 ,Yes,STANLEY,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,064492087086,,064492087086,21463W,"4"" LANDRY SINK FAUCET CP METAL LEVER",,1,$55.67 ,Yes,Belanger,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472210170,082472210170,082472210170,21017TCW158C,LENOX TUBING CUTTERS - 21017TCW158C,,4,$44.16 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472121124,082472121124,082472121124,1211212DGDS,LENOX ONE PIECE DIAMOND HOLE SAWS - 1211212DGDS,,1,$33.56 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,102523,"ABS 45 ELBOW HUBxHUB 3""",,16,$2.62 ,Yes,Canplas,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472121087,082472121087,082472121087,121085DGDS,LENOX ONE PIECE DIAMOND HOLE SAWS - 121085DGDS,,1,$19.88 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,MEK-T12,SNAKE-1-1.4 H CUTTER 3.5 OD 59485-T12,,1,$25.00 ,Yes,,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,MEK-C5R29,SNAKE-3.4 X 50 WITH INNER CORE ROUND SLIT LOCK-C5R29,,1,$150.00 ,Yes,,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,1.10101E+11,1.10101E+11,1.10101E+11,ABS 45 WHE HUBXHUBXHUB 6,,4,$22.00 ,Yes,Mixed Brands,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,BC5-100B,"1/2 Blue VesiFlow PEX-c, 100 Feet",,1,$25.00 ,Yes,VesiPex,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,MEK-C120,SNAKE-C120,,1,$0.00 ,Yes,,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,8.85363E+11,8.85363E+11,8.85363E+11,1779772,LENOX SNAP-BACK ARBORS - 1779772,,1,$25.08 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,6.22454E+11,,6.22454E+11,040406,PVC 45 HUBXSPG 6,,2,$12.31 ,Yes,Mixed Brands,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472121223,082472121223,082472121223,12122S2,LENOX S2 PLASTIC TUBING CUTTERS - 12122S2,,1,$37.53 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,064492070330,,064492070330,3055W,"BELANGER - 4"" Belanger - Bar Sink Faucet with Swivel Spout - 3055W",,-2,$71.55 ,Yes,Belanger,No,,,71.55,Item,53,,,,,,,,,,,
2.1E+11,064492070323,,064492070323,3040W,"Belanger - 40"" Laundry Tub Faucet with Swivel Spout- 3040W",,-1,$62.10 ,Yes,Belanger,No,,,62.1,Item,46,,,,,,,,,,,
2.1E+11,076174974836,,076174974836,STST14022,STANLEY-SORTMASTER JUNIOR-STST14022,,1,$6.97 ,Yes,STANLEY,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472309126,,082472309126,30912VB12,LENOX VARI-BIT STEP DRILL BITS - 30912VB12,,1,$91.99 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472121438,,082472121438,121439KPE,"LENOX GENERAL PURPOSE RECIPROCATING SAW BLADE KIT, 9 PIECE - 121439KPE",,1,$23.58 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,4.04848E+12,,4.04848E+12,4190420,Wilo-PUMP-STAR S 33 FC 1-115V60Hz,,1,$262.08 ,Yes,WILO,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,8.85363E+11,,8.85363E+11,1766338,LENOX DOUBLE TANG DIAMOND RECIPROCATING SAW BLADES - 1766338,,1,$18.01 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,1.10092E+12,1.10092E+12,1.10092E+12,Adapt-a-Valve,"Mainline - External PVC Backwater valve 4""",,13,$160.00 ,Yes,MAINLINE,No,,,160,Item,0,ARMCO,Valves,Backflow Preventer,Backwater Valve,,,,,,,
2.1E+11,082472205763,,082472205763,20576800RG,LENOX CARBIDE GRIT RECIPROCATING SAW BLADES - 20576800RG,,1,$17.30 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,064492011005,,064492011005,3063,"5"" LUNDRY SINK FAUCET CP W/C2",,2,$40.91 ,Yes,Belanger,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,MEK-D38-20,SNAKE-HAND SPINNER 1.4 X 10-D38-20,,1,$45.00 ,Yes,,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,061788782373,,061788782373,1278242,WAX GASKET JUMBO WITH LONGER HORN  -Lyncar,,93,$1.48 ,Yes,Lyncar,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472121070,082472121070,082472121070,121074DGDS,LENOX ONE PIECE DIAMOND HOLE SAWS - 121074DGDS,,1,$18.59 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,4.00033E+11,,4.00033E+11,SPL4,4X50 SHOWER PAN LINER 30 MIL (LIN FT) - SPL4,,10,$198.00 ,Yes,ARMCO,No,,,198,Item,99,ARMCO,,,,,,,,,,
2.1E+11,6.27491E+11,,6.27491E+11,8014,Lyncar-CLAMPING STYLE ABS SHOWER DRAIN-8014,,25,$9.69 ,Yes,Lyncar,No,,,7.18,Item,7.18,,,,,,,,,,,
2.1E+11,7.73193E+11,,7.73193E+11,89262,AIM - NITROFLUX PASTE 454G / 1LB JAR-89262,,9,$7.84 ,Yes,AIM,No,,,0,Item,0,AIM,,,,,,,,,,
2.1E+11,082472308471,082472308471,082472308471,3084712X,LENOX BI-METAL SELF-FEED WOOD DRILL BITS - 3084712X,,1,$16.05 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472300666,082472300666,082472300666,3006666L,BI-METAL SPEED SLOT HOLE SAW WITH T3 TECHNOLOGY - 3006666L,,1,$29.81 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,4.01632E+12,,4.01632E+12,2067544,"Wilo-PUMP-TOP S 1.25x35, 115/1/60 CAST IRON",,3,$474.24 ,Yes,WILO,No,,,0,Item,0,,Pumps,,,,,,,,,
2.1E+11,,,,MEK-T15A,SNAKE-EXPANDING CUTTER 4 TO 6 INCH 61770-T15A,,1,$70.00 ,Yes,,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472205831,,082472205831,20583110R,LENOX GENERAL PURPOSE BI-METAL RECIPROCATING SAW BLADES - 20583110R,,4,$29.75 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472300208,082472300208,082472300208,3002020L,BI-METAL SPEED SLOT HOLE SAW WITH T3 TECHNOLOGY - 3002020L,,1,$10.18 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472209976,082472209976,082472209976,20997TFHS618636,LENOX TRI-FOLD SAW FOLDING JAB - 20997TFHS618636,,1,$28.13 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,8.85363E+11,8.85363E+11,8.85363E+11,1779810,LENOX STANDARD HOLE SAW ARBORS & ACCESSORIES - 1779810,,1,$4.25 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,6.62671E+11,,6.62671E+11,102114,"ABS TEST TEE HUBxHUBxCLEANOUT 1-1/2""",,11,$2.80 ,Yes,Canplas,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,MEK-C3R32,SNAKE-3.8 X 75 WITH INNER CORE W MALE BALL LOCK-C3R32,,1,$90.00 ,Yes,,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,4.08859E+13,,4.08859E+13,20906906,LENOX CLOSE QUARTER HAND SAW - 20906906,,8,$13.59 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472254365,,082472254365,2543636HC,LENOX ONE TOOTH ROUGH WOOD HOLE CUTTER -2543636HC,,1,$30.05 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472121308,,082472121308,12130835R,LENOX GENERAL PURPOSE BI-METAL RECIPROCATING SAW BLADES - 12130835R,,1,$18.66 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,085363004663,085363004663,085363004663,1779771,LENOX STANDARD HOLE SAW ARBORS & ACCESSORIES - 1779771,,0,$4.78 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,7.73192E+11,7.73192E+11,7.73192E+11,5332,AIM - ECONOSOL SOLID WIRE 3MM 227GR .125INCH  .125LB SPOOL-5332,,-6,$18.60 ,Yes,AIM,No,,,18.6,Item,13.78,AIM,,,,,,,,,,
2.1E+11,082472148299,082472148299,082472148299,14829TSB,LENOX TIGHT SPACES TUBING CUTTERS - 14829TSB,,2,$11.85 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472300291,082472300291,082472300291,3002929L,BI-METAL SPEED SLOT HOLE SAW WITH T3 TECHNOLOGY - 3002929L,,1,$13.50 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472203509,082472203509,082472203509,20350GOLD5C,LENOX UTILITY BLADES - 20350GOLD5C,,2,$3.16 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,7.73192E+11,,7.73192E+11,5115-AIM48EASPOOL,AIM - SN95SB5 SOLID WIRE 3MM 227GR/ .125INCH .5LB-5115,,8,$11.98 ,Yes,AIM,No,,,0,Item,0,AIM,,,,,,,,,,
2.1E+11,,,,BC7-100B,"3/4 Blue VesiFlow PEX-c, 100 Feet",,11,$51.39 ,Yes,VesiPex,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472300727,082472300727,082472300727,3007272L,BI-METAL SPEED SLOT HOLE SAW WITH T3 TECHNOLOGY - 3007272L,,1,$53.91 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472239324,082472239324,082472239324,23932,LENOX ALL-IN-ONE SCREWDRIVERS - 23932,,1,$14.88 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,BC7-100R,"3/4 Red VesiFlow PEX-c, 100 Feet",,13,$48.50 ,Yes,VesiPex,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,064492109450,,064492109450,41EC,"QUICK 4"" LAUNDRY TUB FAUCET",,1,$34.66 ,Yes,Belanger,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,1.10111E+11,1.10111E+11,1.10111E+11,DB500DBFF,DIAMONDBACK TERMINAYION FITTING OUTDOOR,,11,$34.80 ,Yes,TECVALCO,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,4.04848E+12,,4.04848E+12,4190427,Wilo-PUMP-STAR S 21 Z FX,,2,$258.44 ,Yes,WILO,No,,,198.8,Item,198.8,,,,,,,,,,,
2.1E+11,8.85363E+11,8.85363E+11,8.85363E+11,1787561,LENOX BI-METAL SELF-FEED WOOD DRILL BITS - 1787561,,1,$34.08 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,MEK-T105,SNAKE-7.8 GREASE CUTTER 2.5 OD 62870-T105,,1,$20.00 ,Yes,,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,7.73192E+11,,7.73192E+11,5114-AIM24EASPOOL,AIM - SN95SB5 SOLID WIRE 3MM 454GR/ .125INCH 1LB,,13,$22.51 ,Yes,AIM,No,,,0,Item,0,AIM,,,,,,,,,,
2.1E+11,082472205688,,082472205688,20568624R,LENOX METAL CUTTING RECIPROCATING SAW BLADES -20568624R,,1,$15.39 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472121322,082472121322,082472121322,12132HT50,HT50 HIGH TENSION HACKSAW - 12132HT50,,1,$30.58 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,064492136616,,064492136616,FCSPS3011,"10"" ROUND SHOWERHEAD CP",,1,$49.93 ,Yes,Belanger,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,7.73192E+11,,7.73192E+11,4808-AIM24EASPOOL,AIM - SOLID WIRE 3MM 454GR - 125INCH 1LB SPOOL - SN50PB50 - 4808,,178,$21.78 ,Yes,AIM,No,,,21.78,Item,16.13,AIM,,,,,,,,,,
2.1E+11,,,,MEK-T11,SNAKE-1-1.4 H CUTTER 2.5 OD 59480-T11,,1,$25.00 ,Yes,,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472201451,082472201451,082472201451,20145V224HE,LENOX T2 TECHNOLOGY HACKSAW BLADES - 20145V224HE,,8,$20.19 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472254440,,082472254440,2544444HC,LENOX ONE TOOTH ROUGH WOOD HOLE CUTTER -2544444HC,,1,$32.46 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,7.73639E+11,,7.73639E+11,7500-001,JOHN SCHULTZ-WAX GASKETS- WHIT FLANGE-7500-001,,1,$2.01 ,Yes,Aqua Dynamic,No,,,1.49,Item,1.49,John Schultz,,,,,,,,,,
2.1E+11,6.22454E+11,,6.22454E+11,27061,"ABS SANITARY TEE HUBxHUBXHUB 3x3x1-1/2""",,33,$3.54 ,Yes,Canplas,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,0824723284,3002828L,BI-METAL SPEED SLOT HOLE SAW WITH T3 TECHNOLOGY - 3002828L,,1,$13.50 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472308822,082472308822,082472308822,30882VB2,LENOX VARI-BIT STEP DRILL BITS - 30882VB2,,1,$59.94 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472205978,,082472205978,20597960R,LENOX DEMOLITION BI-METAL RECIPROCATING SAW BLADES - 20597960R,,1,$10.30 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472210705,,082472210705,21070818GR,LENOX GOLD METAL RECIPROCATING SAW BLADES - 21070818GR,,2,$23.23 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472308570,082472308570,082472308570,30857AA1,LENOX STANDARD HOLE SAW ARBORS & ACCESSORIES - 30857AA1,,1,$3.65 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,,,MEK-T26,SNAKE-1-1.4  4 BLADE CUTTER 4.5 OD 59775-T26,,1,$40.00 ,Yes,,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,6.75226E+11,,6.75226E+11,AD_04CLA16 24,"Novo Drain-A1 LINER STAINLESS STEEL GRATE 24""-AD_04CLA16 24""-AD2404CLA16",,1,$51.64 ,Yes,NOVO DRAIN,No,,,38.25,Item,38.25,,,,,,,,,,,
2.1E+11,026508035764,,026508035764,883,"MOEN-Retainer Clip For A Bathroom Faucet, Tub Or Shower-883",,7,$0.00 ,Yes,Moen,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,045242355105,,045242355105,48-28-2020,MIWAUKEE-12 QUIIK LOK 3.8 EXTENSION-48-28-2020,,2,$19.50 ,Yes,Milwaukee,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,6.22454E+11,,6.22454E+11,40306,PVC WYE 6,,15,$21.66 ,Yes,Mixed Brands,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,6.22454E+11,,6.22454E+11,027478,"ABS TRAP ADAPTER SPGxSJ 1-1/4""",,16,$1.81 ,Yes,IPEX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,045242003631,,045242003631,49-56-9240,Milwaukee -  BIG HAWG with Carbide Teeth 3-5.8-49-56-9240,,-2,$59.24 ,Yes,Milwaukee,No,,,59.24,Item,48.56,,,,,,,,,,,
2.1E+11,082472121582,082472121582,082472121582,12158DGDS4A,LENOX ONE PIECE DIAMOND HOLE SAWS - 12158DGDS4A,,1,$71.64 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,,1.10093E+11,1.10093E+11,3211E,"ABS P-TRAP W/UNION  HUBxHUB 1-1/2""",,18,$2.74 ,Yes,Canplas,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,076174857535,,076174857535,85-753,STANLEY-22 PC HEX KEY SET-85-753,,4,$9.60 ,Yes,STANLEY,No,,,0,Item,0,,Tools,Hand Tools,,,,,,,,
2.1E+11,082472209082,082472209082,082472209082,20908908,LENOX CLOSE QUARTER HAND SAW - 20908908,,1,$15.57 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472148329,082472148329,082472148329,14832TS1,"LENOX TIGHT SPACES TUBING CUTTERS 1"" - 14832TS1",,0,$23.71 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,6.22454E+11,,6.22454E+11,027477,"ABS TRAP ADAPTER SPGxSJ 1-1/2""",,24,$1.29 ,Yes,IPEX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472254808,,082472254808,2548080HC,LENOX ONE TOOTH ROUGH WOOD HOLE CUTTER -2548080HC,,1,$76.24 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
2.1E+11,082472300482,082472300482,082472300482,3004848L,BI-METAL SPEED SLOT HOLE SAW WITH T3 TECHNOLOGY - 3004848L,,1,$18.18 ,Yes,LENOX,No,,,0,Item,0,,,,,,,,,,,
